Name,Path,Size_MB,Date_Modified,File_Type,Folder
"org_broadinstitute_hellbender_tools_funcotator_FilterFuncotations.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_funcotator_FilterFuncotations.json",.02,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_vcf_MendelianViolations_MendelianViolationMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_vcf_MendelianViolations_MendelianViolationMetrics.html",0,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_fingerprint_CheckFingerprint.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_fingerprint_CheckFingerprint.html",.09,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_vqsr_CNNVariantTrain.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_vqsr_CNNVariantTrain.json",.01,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$HasReadGroupReadFilter.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$HasReadGroupReadFilter.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_fingerprint_CrosscheckFingerprints.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_fingerprint_CrosscheckFingerprints.json",.03,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_coverage_DepthOfCoverage.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_coverage_DepthOfCoverage.json",.03,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_sv_JointGermlineCNVSegmentation.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_sv_JointGermlineCNVSegmentation.json",.03,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_sam_SamErrorMetric_BaseErrorMetric.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_sam_SamErrorMetric_BaseErrorMetric.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_spark_PileupSpark.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_spark_PileupSpark.json",.02,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_copynumber_DetermineGermlineContigPloidy.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_copynumber_DetermineGermlineContigPloidy.html",.11,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_spark_sv_evidence_FindBreakpointEvidenceSpark.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_spark_sv_evidence_FindBreakpointEvidenceSpark.html",.13,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_UniqueAltReadCount.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_UniqueAltReadCount.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$ProperlyPairedReadFilter.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$ProperlyPairedReadFilter.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_MappingQuality.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_MappingQuality.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$CigarContainsNoNOperator.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$CigarContainsNoNOperator.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_copynumber_plotting_PlotDenoisedCopyRatios.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_copynumber_plotting_PlotDenoisedCopyRatios.json",.01,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_QualByDepth.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_QualByDepth.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_featuremapping_FlowFeatureMapper.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_featuremapping_FlowFeatureMapper.html",.12,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_flow_FlowBasedTPAttributeSymetricReadFilter.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_flow_FlowBasedTPAttributeSymetricReadFilter.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_variantutils_VariantsToTable.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_variantutils_VariantsToTable.html",.11,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_spark_pathseq_PathSeqFilterSpark.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_spark_pathseq_PathSeqFilterSpark.json",.03,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_vqsr_VariantRecalibrator.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_vqsr_VariantRecalibrator.json",.04,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_spark_pipelines_metrics_CollectBaseDistributionByCycleSpark.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_spark_pipelines_metrics_CollectBaseDistributionByCycleSpark.json",.02,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_metrics_analysis_AlleleFrequencyQCMetric.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_metrics_analysis_AlleleFrequencyQCMetric.html",0,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_spark_sv_utils_ExtractOriginalAlignmentRecordsByNameSpark.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_spark_sv_utils_ExtractOriginalAlignmentRecordsByNameSpark.json",.02,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_featuremapping_AddFlowSNVQuality.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_featuremapping_AddFlowSNVQuality.html",.11,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_variantrecalling_HaplotypeBasedVariantRecaller.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_variantrecalling_HaplotypeBasedVariantRecaller.html",.20,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_reference_NormalizeFasta.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_reference_NormalizeFasta.html",.08,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_sv_SVConcordance.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_sv_SVConcordance.json",.03,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_flow_CycleSkipStatus.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_flow_CycleSkipStatus.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_UnmarkDuplicates.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_UnmarkDuplicates.json",.02,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_flow_HmerIndelNuc.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_flow_HmerIndelNuc.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_allelespecific_AS_RMSMappingQuality.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_allelespecific_AS_RMSMappingQuality.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_illumina_quality_CollectHiSeqXPfFailMetrics$PFFailSummaryMetric.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_illumina_quality_CollectHiSeqXPfFailMetrics$PFFailSummaryMetric.html",0,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_vqsr_CNNVariantWriteTensors.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_vqsr_CNNVariantWriteTensors.html",.08,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_SplitIntervals.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_SplitIntervals.json",.02,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_fasta_FastaAlternateReferenceMaker.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_fasta_FastaAlternateReferenceMaker.json",.02,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_spark_pipelines_CountVariantsSpark.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_spark_pipelines_CountVariantsSpark.html",.09,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_variantutils_UpdateVCFSequenceDictionary.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_variantutils_UpdateVCFSequenceDictionary.html",.10,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_illumina_IlluminaBasecallsToFastq.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_illumina_IlluminaBasecallsToFastq.html",.11,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_sam_SamFormatConverter.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_sam_SamFormatConverter.html",.08,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_qc_PostProcessReadsForRSEM.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_qc_PostProcessReadsForRSEM.html",.10,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_FisherStrand.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_FisherStrand.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_rnaseq_GeneExpressionEvaluation.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_rnaseq_GeneExpressionEvaluation.html",.11,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_fingerprint_ClusterCrosscheckMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_fingerprint_ClusterCrosscheckMetrics.html",.08,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_ClipReads.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_ClipReads.html",.11,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_ReadPosRankSumTest.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_ReadPosRankSumTest.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_spark_pathseq_loggers_PSFilterMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_spark_pathseq_loggers_PSFilterMetrics.html",0,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_sam_SamErrorMetric_CollectSamErrorMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_sam_SamErrorMetric_CollectSamErrorMetrics.html",.10,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_flow_ReadGroupHasFlowOrderReadFilter.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_flow_ReadGroupHasFlowOrderReadFilter.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_SoftClippedReadFilter.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_SoftClippedReadFilter.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_GetSampleName.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_GetSampleName.html",.10,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_sv_CollectSVEvidence.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_sv_CollectSVEvidence.html",.11,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_allelespecific_AS_MappingQualityRankSumTest.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_allelespecific_AS_MappingQualityRankSumTest.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_sv_SiteDepthtoBAF.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_sv_SiteDepthtoBAF.html",.10,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_IntervalOverlapReadFilter.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_IntervalOverlapReadFilter.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_spark_transforms_markduplicates_MarkDuplicatesSpark.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_spark_transforms_markduplicates_MarkDuplicatesSpark.html",.12,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_DepthPerAlleleBySample.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_DepthPerAlleleBySample.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$NonZeroReferenceLengthAlignmentReadFilter.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$NonZeroReferenceLengthAlignmentReadFilter.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_sam_CalculateReadGroupChecksum.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_sam_CalculateReadGroupChecksum.html",.08,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_groundtruth_GroundTruthReadsBuilder.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_groundtruth_GroundTruthReadsBuilder.json",.04,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_haplotypecaller_RampedHaplotypeCaller.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_haplotypecaller_RampedHaplotypeCaller.json",.10,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_HaplotypeFilteringAnnotation.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_HaplotypeFilteringAnnotation.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_BaseQuality.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_BaseQuality.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$SeqIsStoredReadFilter.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$SeqIsStoredReadFilter.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_sam_SetNmMdAndUqTags.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_sam_SetNmMdAndUqTags.html",.08,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_metrics_GcBiasMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_metrics_GcBiasMetrics.html",0,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_analysis_CompareMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_analysis_CompareMetrics.html",.08,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_funcotator_FuncotateSegments.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_funcotator_FuncotateSegments.html",.12,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
